"","UID","count","bps_value","BPS_MODEL","BPS_NAME","GROUPVEG","FRI_REPLAC","FRI_MIXED","FRI_SURFAC","FRI_ALLFIR"
"16287",44828,0,457,"10452_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Larch","Conifer",202,69,137,37
"16288",44828,0,458,"10453_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir","Conifer",223,106,-9999,72
"16289",44828,0,459,"10460_10_19_20","Northern Rocky Mountain Subalpine Woodland and Parkland","Conifer",401,340,-9999,184
"16290",44828,0,460,"10470_10_19","Northern Rocky Mountain Mesic Montane Mixed Conifer Forest","Conifer",186,139,-9999,80
"16291",44828,0,461,"10472_10_19","Northern Rocky Mountain Mesic Montane Mixed Conifer Forest-Cedar Groves","Conifer",374,1990,-9999,315
"16292",44828,0,462,"10490_19_20_21_23_28_29","Rocky Mountain Foothill Limber Pine-Juniper Woodland","Conifer",385,-9999,-9999,385
"16293",44828,0,463,"10530_10_19","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna","Conifer",354,56,17,13
"16294",44828,0,464,"10550_10_19","Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland","Conifer",205,412,-9999,137
"16295",44828,0,465,"10560_10_19","Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland","Conifer",181,-9999,-9999,181
"16296",44828,0,467,"10700_10_19_28","Rocky Mountain Alpine Dwarf-Shrubland","Shrubland",228,-9999,-9999,228
"16297",44828,0,468,"10800_10_19","Inter-Mountain Basins Big Sagebrush Shrubland","Shrubland",80,-9999,-9999,80
"16298",44828,0,470,"11060_10_19","Northern Rocky Mountain Montane-Foothill Deciduous Shrubland","Shrubland",100,446,-9999,82
"16299",44828,0,471,"11150_10_19","Inter-Mountain Basins Juniper Savanna","Conifer",824,438,560,189
"16300",44828,0,473,"11250_1_7_8_9_10_19","Inter-Mountain Basins Big Sagebrush Steppe","Shrubland",59,-9999,-9999,59
"16301",44828,0,474,"11260_1_7_8_9_10_19","Inter-Mountain Basins Montane Sagebrush Steppe","Shrubland",31,-9999,-9999,31
"16302",44828,0,475,"11390_10_19","Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland","Grassland",17,-9999,-9999,17
"16303",44828,0,476,"11400_10_19","Northern Rocky Mountain Subalpine-Upper Montane Grassland","Grassland",146,-9999,-9999,146
"16304",44828,0,477,"11430_9_19_21_28","Rocky Mountain Alpine Fell-Field","Grassland",525,-9999,-9999,525
"16305",44828,0,478,"11440_12_16_19_28","Rocky Mountain Alpine Turf","Grassland",207,-9999,-9999,207
"16306",44828,0,479,"11450_9_10_19","Rocky Mountain Subalpine-Montane Mesic Meadow","Grassland",40,160,-9999,32
"16307",44828,0,480,"11530_6_10_12_13_17_18_19_21","Inter-Mountain Basins Greasewood Flat","Shrubland",1024,-9999,-9999,1024
"16308",44828,0,481,"11540_10_19","Inter-Mountain Basins Montane Riparian Systems","Riparian",173,-9999,-9999,173
"16309",44828,0,482,"11590_10_19","Rocky Mountain Montane Riparian Systems","Riparian",100,101,-9999,50
"16310",44828,0,483,"11600_10_19","Rocky Mountain Subalpine/Upper Montane Riparian Systems","Riparian",201,133,-9999,80
"16311",44828,0,484,"11610_9_10_19","Northern Rocky Mountain Conifer Swamp","Conifer",386,-9999,-9999,386
"16312",44828,0,485,"11660_9_10_19","Middle Rocky Mountain Montane Douglas-fir Forest and Woodland","Conifer",112,54,106,27
"16313",44828,0,486,"11662_19","Middle Rocky Mountain Montane Douglas-fir Forest and Woodland-Fire-maintained Savanna","Conifer",202,151,23,18
"16314",44828,0,487,"11670_10_19","Rocky Mountain Poor-Site Lodgepole Pine Forest","Conifer",335,2500,-9999,295
"16315",44828,0,NA,NA,NA,NA,NA,NA,NA,NA
"16316",44829,0,0.1111,NA,NA,NA,NA,NA,NA,NA
"16317",44829,0,11,"0","Open Water","Open Water",-9999,-9999,-9999,-9999
"16318",44829,0,12,"0","Perennial Ice/Snow","Perennial Ice/Snow",-9999,-9999,-9999,-9999
"16319",44829,0,31,"0","Barren-Rock/Sand/Clay","Barren-Rock/Sand/Clay",-9999,-9999,-9999,-9999
"16320",44829,1,415,"10060","Rocky Mountain Alpine/Montane Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999
"16321",44829,11,416,"10110_6_10_12_17_18_19","Rocky Mountain Aspen Forest and Woodland","Hardwood",68,57,-9999,31
"16322",44829,2832,417,"10451_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir","Conifer",148,51,39,19
"16323",44829,32891,418,"10452_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Larch","Conifer",202,69,137,37
"16324",44829,0,419,"10453_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir","Conifer",223,106,-9999,72
"16325",44829,0,420,"10460_10_19_20","Northern Rocky Mountain Subalpine Woodland and Parkland","Conifer",401,340,-9999,184
"16326",44829,158,421,"10470_10_19","Northern Rocky Mountain Mesic Montane Mixed Conifer Forest","Conifer",186,139,-9999,80
"16327",44829,0,423,"10530_10_19","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna","Conifer",354,56,17,13
"16328",44829,1624,424,"10550_10_19","Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland","Conifer",205,412,-9999,137
"16329",44829,15743,425,"10560_10_19","Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland","Conifer",181,-9999,-9999,181
"16330",44829,0,427,"10650_1_8_9_10","Columbia Plateau Scabland Shrubland","Shrubland",253,-9999,-9999,253
"16331",44829,0,428,"10700_10_19_28","Rocky Mountain Alpine Dwarf-Shrubland","Shrubland",228,-9999,-9999,228
"16332",44829,0,429,"10790_6_9_10_12_16_17_18","Great Basin Xeric Mixed Sagebrush Shrubland","Shrubland",94,831,-9999,84
"16333",44829,23,431,"11060_10_19","Northern Rocky Mountain Montane-Foothill Deciduous Shrubland","Shrubland",100,446,-9999,82
"16334",44829,0,433,"11230_10_18","Columbia Plateau Steppe and Grassland","Grassland",50,-9999,-9999,50
"16335",44829,0,434,"11240_10_12_17_18_19_21","Columbia Plateau Low Sagebrush Steppe","Shrubland",201,-9999,-9999,201
"16336",44829,0,435,"11250_1_7_8_9_10_19","Inter-Mountain Basins Big Sagebrush Steppe","Shrubland",59,-9999,-9999,59
"16337",44829,2,436,"11260_1_7_8_9_10_19","Inter-Mountain Basins Montane Sagebrush Steppe","Shrubland",31,-9999,-9999,31
"16338",44829,52,440,"11390_10_19","Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland","Grassland",17,-9999,-9999,17
"16339",44829,0,441,"11400_10_19","Northern Rocky Mountain Subalpine-Upper Montane Grassland","Grassland",146,-9999,-9999,146
"16340",44829,0,443,"11450_9_10_19","Rocky Mountain Subalpine-Montane Mesic Meadow","Grassland",40,160,-9999,32
"16341",44829,0,444,"11530_6_10_12_13_17_18_19_21","Inter-Mountain Basins Greasewood Flat","Shrubland",1024,-9999,-9999,1024
"16342",44829,0,445,"11540_10_19","Inter-Mountain Basins Montane Riparian Systems","Riparian",173,-9999,-9999,173
"16343",44829,4284,446,"11590_10_19","Rocky Mountain Montane Riparian Systems","Riparian",100,101,-9999,50
"16344",44829,498,447,"11600_10_19","Rocky Mountain Subalpine/Upper Montane Riparian Systems","Riparian",201,133,-9999,80
"16345",44829,86,448,"11610_9_10_19","Northern Rocky Mountain Conifer Swamp","Conifer",386,-9999,-9999,386
"16346",44829,716,449,"11660_9_10_19","Middle Rocky Mountain Montane Douglas-fir Forest and Woodland","Conifer",112,54,106,27
"16347",44829,0,451,"10010","Inter-Mountain Basins Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999
"16348",44829,0,452,"10060","Rocky Mountain Alpine/Montane Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999
"16349",44829,0,453,"10090_19","Northwestern Great Plains Aspen Forest and Parkland","Hardwood",83,396,-9999,69
"16350",44829,0,454,"10110_6_10_12_17_18_19","Rocky Mountain Aspen Forest and Woodland","Hardwood",68,57,-9999,31
"16351",44829,0,456,"10451_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir","Conifer",148,51,39,19
"16352",44829,0,457,"10452_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Larch","Conifer",202,69,137,37
"16353",44829,0,458,"10453_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir","Conifer",223,106,-9999,72
"16354",44829,0,459,"10460_10_19_20","Northern Rocky Mountain Subalpine Woodland and Parkland","Conifer",401,340,-9999,184
"16355",44829,0,460,"10470_10_19","Northern Rocky Mountain Mesic Montane Mixed Conifer Forest","Conifer",186,139,-9999,80
"16356",44829,0,461,"10472_10_19","Northern Rocky Mountain Mesic Montane Mixed Conifer Forest-Cedar Groves","Conifer",374,1990,-9999,315
"16357",44829,0,462,"10490_19_20_21_23_28_29","Rocky Mountain Foothill Limber Pine-Juniper Woodland","Conifer",385,-9999,-9999,385
"16358",44829,0,463,"10530_10_19","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna","Conifer",354,56,17,13
"16359",44829,0,464,"10550_10_19","Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland","Conifer",205,412,-9999,137
"16360",44829,0,465,"10560_10_19","Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland","Conifer",181,-9999,-9999,181
"16361",44829,0,467,"10700_10_19_28","Rocky Mountain Alpine Dwarf-Shrubland","Shrubland",228,-9999,-9999,228
"16362",44829,0,468,"10800_10_19","Inter-Mountain Basins Big Sagebrush Shrubland","Shrubland",80,-9999,-9999,80
"16363",44829,0,470,"11060_10_19","Northern Rocky Mountain Montane-Foothill Deciduous Shrubland","Shrubland",100,446,-9999,82
"16364",44829,0,471,"11150_10_19","Inter-Mountain Basins Juniper Savanna","Conifer",824,438,560,189
"16365",44829,0,473,"11250_1_7_8_9_10_19","Inter-Mountain Basins Big Sagebrush Steppe","Shrubland",59,-9999,-9999,59
"16366",44829,0,474,"11260_1_7_8_9_10_19","Inter-Mountain Basins Montane Sagebrush Steppe","Shrubland",31,-9999,-9999,31
"16367",44829,0,475,"11390_10_19","Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland","Grassland",17,-9999,-9999,17
"16368",44829,0,476,"11400_10_19","Northern Rocky Mountain Subalpine-Upper Montane Grassland","Grassland",146,-9999,-9999,146
"16369",44829,0,477,"11430_9_19_21_28","Rocky Mountain Alpine Fell-Field","Grassland",525,-9999,-9999,525
"16370",44829,0,478,"11440_12_16_19_28","Rocky Mountain Alpine Turf","Grassland",207,-9999,-9999,207
"16371",44829,0,479,"11450_9_10_19","Rocky Mountain Subalpine-Montane Mesic Meadow","Grassland",40,160,-9999,32
"16372",44829,0,480,"11530_6_10_12_13_17_18_19_21","Inter-Mountain Basins Greasewood Flat","Shrubland",1024,-9999,-9999,1024
"16373",44829,0,481,"11540_10_19","Inter-Mountain Basins Montane Riparian Systems","Riparian",173,-9999,-9999,173
"16374",44829,0,482,"11590_10_19","Rocky Mountain Montane Riparian Systems","Riparian",100,101,-9999,50
"16375",44829,0,483,"11600_10_19","Rocky Mountain Subalpine/Upper Montane Riparian Systems","Riparian",201,133,-9999,80
"16376",44829,0,484,"11610_9_10_19","Northern Rocky Mountain Conifer Swamp","Conifer",386,-9999,-9999,386
"16377",44829,0,485,"11660_9_10_19","Middle Rocky Mountain Montane Douglas-fir Forest and Woodland","Conifer",112,54,106,27
"16378",44829,0,486,"11662_19","Middle Rocky Mountain Montane Douglas-fir Forest and Woodland-Fire-maintained Savanna","Conifer",202,151,23,18
"16379",44829,0,487,"11670_10_19","Rocky Mountain Poor-Site Lodgepole Pine Forest","Conifer",335,2500,-9999,295
"16380",44829,0,NA,NA,NA,NA,NA,NA,NA,NA
"16381",44830,0,0.1111,NA,NA,NA,NA,NA,NA,NA
"16382",44830,0,11,"0","Open Water","Open Water",-9999,-9999,-9999,-9999
"16383",44830,0,12,"0","Perennial Ice/Snow","Perennial Ice/Snow",-9999,-9999,-9999,-9999
"16384",44830,0,31,"0","Barren-Rock/Sand/Clay","Barren-Rock/Sand/Clay",-9999,-9999,-9999,-9999
"16385",44830,0,415,"10060","Rocky Mountain Alpine/Montane Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999
"16386",44830,134,416,"10110_6_10_12_17_18_19","Rocky Mountain Aspen Forest and Woodland","Hardwood",68,57,-9999,31
"16387",44830,2400,417,"10451_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir","Conifer",148,51,39,19
"16388",44830,22135,418,"10452_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Larch","Conifer",202,69,137,37
"16389",44830,12,419,"10453_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir","Conifer",223,106,-9999,72
"16390",44830,3,420,"10460_10_19_20","Northern Rocky Mountain Subalpine Woodland and Parkland","Conifer",401,340,-9999,184
"16391",44830,138,421,"10470_10_19","Northern Rocky Mountain Mesic Montane Mixed Conifer Forest","Conifer",186,139,-9999,80
"16392",44830,0,423,"10530_10_19","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna","Conifer",354,56,17,13
"16393",44830,2739,424,"10550_10_19","Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland","Conifer",205,412,-9999,137
"16394",44830,18076,425,"10560_10_19","Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland","Conifer",181,-9999,-9999,181
"16395",44830,0,427,"10650_1_8_9_10","Columbia Plateau Scabland Shrubland","Shrubland",253,-9999,-9999,253
"16396",44830,0,428,"10700_10_19_28","Rocky Mountain Alpine Dwarf-Shrubland","Shrubland",228,-9999,-9999,228
"16397",44830,0,429,"10790_6_9_10_12_16_17_18","Great Basin Xeric Mixed Sagebrush Shrubland","Shrubland",94,831,-9999,84
"16398",44830,0,431,"11060_10_19","Northern Rocky Mountain Montane-Foothill Deciduous Shrubland","Shrubland",100,446,-9999,82
"16399",44830,0,433,"11230_10_18","Columbia Plateau Steppe and Grassland","Grassland",50,-9999,-9999,50
"16400",44830,0,434,"11240_10_12_17_18_19_21","Columbia Plateau Low Sagebrush Steppe","Shrubland",201,-9999,-9999,201
"16401",44830,3,435,"11250_1_7_8_9_10_19","Inter-Mountain Basins Big Sagebrush Steppe","Shrubland",59,-9999,-9999,59
"16402",44830,5,436,"11260_1_7_8_9_10_19","Inter-Mountain Basins Montane Sagebrush Steppe","Shrubland",31,-9999,-9999,31
"16403",44830,16,440,"11390_10_19","Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland","Grassland",17,-9999,-9999,17
"16404",44830,0,441,"11400_10_19","Northern Rocky Mountain Subalpine-Upper Montane Grassland","Grassland",146,-9999,-9999,146
"16405",44830,0,443,"11450_9_10_19","Rocky Mountain Subalpine-Montane Mesic Meadow","Grassland",40,160,-9999,32
"16406",44830,0,444,"11530_6_10_12_13_17_18_19_21","Inter-Mountain Basins Greasewood Flat","Shrubland",1024,-9999,-9999,1024
"16407",44830,0,445,"11540_10_19","Inter-Mountain Basins Montane Riparian Systems","Riparian",173,-9999,-9999,173
"16408",44830,2797,446,"11590_10_19","Rocky Mountain Montane Riparian Systems","Riparian",100,101,-9999,50
"16409",44830,380,447,"11600_10_19","Rocky Mountain Subalpine/Upper Montane Riparian Systems","Riparian",201,133,-9999,80
"16410",44830,226,448,"11610_9_10_19","Northern Rocky Mountain Conifer Swamp","Conifer",386,-9999,-9999,386
"16411",44830,1439,449,"11660_9_10_19","Middle Rocky Mountain Montane Douglas-fir Forest and Woodland","Conifer",112,54,106,27
"16412",44830,0,451,"10010","Inter-Mountain Basins Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999
"16413",44830,0,452,"10060","Rocky Mountain Alpine/Montane Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999
"16414",44830,0,453,"10090_19","Northwestern Great Plains Aspen Forest and Parkland","Hardwood",83,396,-9999,69
"16415",44830,0,454,"10110_6_10_12_17_18_19","Rocky Mountain Aspen Forest and Woodland","Hardwood",68,57,-9999,31
"16416",44830,0,456,"10451_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir","Conifer",148,51,39,19
"16417",44830,0,457,"10452_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Larch","Conifer",202,69,137,37
"16418",44830,0,458,"10453_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir","Conifer",223,106,-9999,72
"16419",44830,0,459,"10460_10_19_20","Northern Rocky Mountain Subalpine Woodland and Parkland","Conifer",401,340,-9999,184
"16420",44830,0,460,"10470_10_19","Northern Rocky Mountain Mesic Montane Mixed Conifer Forest","Conifer",186,139,-9999,80
"16421",44830,0,461,"10472_10_19","Northern Rocky Mountain Mesic Montane Mixed Conifer Forest-Cedar Groves","Conifer",374,1990,-9999,315
"16422",44830,0,462,"10490_19_20_21_23_28_29","Rocky Mountain Foothill Limber Pine-Juniper Woodland","Conifer",385,-9999,-9999,385
"16423",44830,0,463,"10530_10_19","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna","Conifer",354,56,17,13
"16424",44830,0,464,"10550_10_19","Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland","Conifer",205,412,-9999,137
"16425",44830,0,465,"10560_10_19","Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland","Conifer",181,-9999,-9999,181
"16426",44830,0,467,"10700_10_19_28","Rocky Mountain Alpine Dwarf-Shrubland","Shrubland",228,-9999,-9999,228
"16427",44830,0,468,"10800_10_19","Inter-Mountain Basins Big Sagebrush Shrubland","Shrubland",80,-9999,-9999,80
"16428",44830,0,470,"11060_10_19","Northern Rocky Mountain Montane-Foothill Deciduous Shrubland","Shrubland",100,446,-9999,82
"16429",44830,0,471,"11150_10_19","Inter-Mountain Basins Juniper Savanna","Conifer",824,438,560,189
"16430",44830,0,473,"11250_1_7_8_9_10_19","Inter-Mountain Basins Big Sagebrush Steppe","Shrubland",59,-9999,-9999,59
"16431",44830,0,474,"11260_1_7_8_9_10_19","Inter-Mountain Basins Montane Sagebrush Steppe","Shrubland",31,-9999,-9999,31
"16432",44830,0,475,"11390_10_19","Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland","Grassland",17,-9999,-9999,17
"16433",44830,0,476,"11400_10_19","Northern Rocky Mountain Subalpine-Upper Montane Grassland","Grassland",146,-9999,-9999,146
"16434",44830,0,477,"11430_9_19_21_28","Rocky Mountain Alpine Fell-Field","Grassland",525,-9999,-9999,525
"16435",44830,0,478,"11440_12_16_19_28","Rocky Mountain Alpine Turf","Grassland",207,-9999,-9999,207
"16436",44830,0,479,"11450_9_10_19","Rocky Mountain Subalpine-Montane Mesic Meadow","Grassland",40,160,-9999,32
"16437",44830,0,480,"11530_6_10_12_13_17_18_19_21","Inter-Mountain Basins Greasewood Flat","Shrubland",1024,-9999,-9999,1024
"16438",44830,0,481,"11540_10_19","Inter-Mountain Basins Montane Riparian Systems","Riparian",173,-9999,-9999,173
"16439",44830,0,482,"11590_10_19","Rocky Mountain Montane Riparian Systems","Riparian",100,101,-9999,50
"16440",44830,0,483,"11600_10_19","Rocky Mountain Subalpine/Upper Montane Riparian Systems","Riparian",201,133,-9999,80
"16441",44830,0,484,"11610_9_10_19","Northern Rocky Mountain Conifer Swamp","Conifer",386,-9999,-9999,386
"16442",44830,0,485,"11660_9_10_19","Middle Rocky Mountain Montane Douglas-fir Forest and Woodland","Conifer",112,54,106,27
"16443",44830,0,486,"11662_19","Middle Rocky Mountain Montane Douglas-fir Forest and Woodland-Fire-maintained Savanna","Conifer",202,151,23,18
"16444",44830,0,487,"11670_10_19","Rocky Mountain Poor-Site Lodgepole Pine Forest","Conifer",335,2500,-9999,295
"16445",44830,0,NA,NA,NA,NA,NA,NA,NA,NA
"16446",44831,0,0.1111,NA,NA,NA,NA,NA,NA,NA
"16447",44831,0,11,"0","Open Water","Open Water",-9999,-9999,-9999,-9999
"16448",44831,0,12,"0","Perennial Ice/Snow","Perennial Ice/Snow",-9999,-9999,-9999,-9999
"16449",44831,0,31,"0","Barren-Rock/Sand/Clay","Barren-Rock/Sand/Clay",-9999,-9999,-9999,-9999
"16450",44831,0,415,"10060","Rocky Mountain Alpine/Montane Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999
"16451",44831,31,416,"10110_6_10_12_17_18_19","Rocky Mountain Aspen Forest and Woodland","Hardwood",68,57,-9999,31
"16452",44831,2286,417,"10451_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir","Conifer",148,51,39,19
"16453",44831,4286,418,"10452_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Larch","Conifer",202,69,137,37
"16454",44831,0,419,"10453_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir","Conifer",223,106,-9999,72
"16455",44831,30,420,"10460_10_19_20","Northern Rocky Mountain Subalpine Woodland and Parkland","Conifer",401,340,-9999,184
"16456",44831,0,421,"10470_10_19","Northern Rocky Mountain Mesic Montane Mixed Conifer Forest","Conifer",186,139,-9999,80
"16457",44831,0,423,"10530_10_19","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna","Conifer",354,56,17,13
"16458",44831,2506,424,"10550_10_19","Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland","Conifer",205,412,-9999,137
"16459",44831,14214,425,"10560_10_19","Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland","Conifer",181,-9999,-9999,181
"16460",44831,0,427,"10650_1_8_9_10","Columbia Plateau Scabland Shrubland","Shrubland",253,-9999,-9999,253
"16461",44831,0,428,"10700_10_19_28","Rocky Mountain Alpine Dwarf-Shrubland","Shrubland",228,-9999,-9999,228
"16462",44831,0,429,"10790_6_9_10_12_16_17_18","Great Basin Xeric Mixed Sagebrush Shrubland","Shrubland",94,831,-9999,84
"16463",44831,0,431,"11060_10_19","Northern Rocky Mountain Montane-Foothill Deciduous Shrubland","Shrubland",100,446,-9999,82
"16464",44831,0,433,"11230_10_18","Columbia Plateau Steppe and Grassland","Grassland",50,-9999,-9999,50
"16465",44831,0,434,"11240_10_12_17_18_19_21","Columbia Plateau Low Sagebrush Steppe","Shrubland",201,-9999,-9999,201
"16466",44831,1,435,"11250_1_7_8_9_10_19","Inter-Mountain Basins Big Sagebrush Steppe","Shrubland",59,-9999,-9999,59
"16467",44831,0,436,"11260_1_7_8_9_10_19","Inter-Mountain Basins Montane Sagebrush Steppe","Shrubland",31,-9999,-9999,31
"16468",44831,0,440,"11390_10_19","Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland","Grassland",17,-9999,-9999,17
"16469",44831,0,441,"11400_10_19","Northern Rocky Mountain Subalpine-Upper Montane Grassland","Grassland",146,-9999,-9999,146
"16470",44831,0,443,"11450_9_10_19","Rocky Mountain Subalpine-Montane Mesic Meadow","Grassland",40,160,-9999,32
"16471",44831,0,444,"11530_6_10_12_13_17_18_19_21","Inter-Mountain Basins Greasewood Flat","Shrubland",1024,-9999,-9999,1024
"16472",44831,0,445,"11540_10_19","Inter-Mountain Basins Montane Riparian Systems","Riparian",173,-9999,-9999,173
"16473",44831,700,446,"11590_10_19","Rocky Mountain Montane Riparian Systems","Riparian",100,101,-9999,50
"16474",44831,110,447,"11600_10_19","Rocky Mountain Subalpine/Upper Montane Riparian Systems","Riparian",201,133,-9999,80
"16475",44831,7,448,"11610_9_10_19","Northern Rocky Mountain Conifer Swamp","Conifer",386,-9999,-9999,386
"16476",44831,693,449,"11660_9_10_19","Middle Rocky Mountain Montane Douglas-fir Forest and Woodland","Conifer",112,54,106,27
"16477",44831,0,451,"10010","Inter-Mountain Basins Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999
"16478",44831,0,452,"10060","Rocky Mountain Alpine/Montane Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999
"16479",44831,0,453,"10090_19","Northwestern Great Plains Aspen Forest and Parkland","Hardwood",83,396,-9999,69
"16480",44831,0,454,"10110_6_10_12_17_18_19","Rocky Mountain Aspen Forest and Woodland","Hardwood",68,57,-9999,31
"16481",44831,0,456,"10451_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir","Conifer",148,51,39,19
"16482",44831,0,457,"10452_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Larch","Conifer",202,69,137,37
"16483",44831,0,458,"10453_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir","Conifer",223,106,-9999,72
"16484",44831,0,459,"10460_10_19_20","Northern Rocky Mountain Subalpine Woodland and Parkland","Conifer",401,340,-9999,184
"16485",44831,0,460,"10470_10_19","Northern Rocky Mountain Mesic Montane Mixed Conifer Forest","Conifer",186,139,-9999,80
"16486",44831,0,461,"10472_10_19","Northern Rocky Mountain Mesic Montane Mixed Conifer Forest-Cedar Groves","Conifer",374,1990,-9999,315
"16487",44831,0,462,"10490_19_20_21_23_28_29","Rocky Mountain Foothill Limber Pine-Juniper Woodland","Conifer",385,-9999,-9999,385
"16488",44831,0,463,"10530_10_19","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna","Conifer",354,56,17,13
"16489",44831,0,464,"10550_10_19","Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland","Conifer",205,412,-9999,137
"16490",44831,0,465,"10560_10_19","Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland","Conifer",181,-9999,-9999,181
"16491",44831,0,467,"10700_10_19_28","Rocky Mountain Alpine Dwarf-Shrubland","Shrubland",228,-9999,-9999,228
"16492",44831,0,468,"10800_10_19","Inter-Mountain Basins Big Sagebrush Shrubland","Shrubland",80,-9999,-9999,80
"16493",44831,0,470,"11060_10_19","Northern Rocky Mountain Montane-Foothill Deciduous Shrubland","Shrubland",100,446,-9999,82
"16494",44831,0,471,"11150_10_19","Inter-Mountain Basins Juniper Savanna","Conifer",824,438,560,189
"16495",44831,0,473,"11250_1_7_8_9_10_19","Inter-Mountain Basins Big Sagebrush Steppe","Shrubland",59,-9999,-9999,59
"16496",44831,0,474,"11260_1_7_8_9_10_19","Inter-Mountain Basins Montane Sagebrush Steppe","Shrubland",31,-9999,-9999,31
"16497",44831,0,475,"11390_10_19","Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland","Grassland",17,-9999,-9999,17
"16498",44831,0,476,"11400_10_19","Northern Rocky Mountain Subalpine-Upper Montane Grassland","Grassland",146,-9999,-9999,146
"16499",44831,0,477,"11430_9_19_21_28","Rocky Mountain Alpine Fell-Field","Grassland",525,-9999,-9999,525
"16500",44831,0,478,"11440_12_16_19_28","Rocky Mountain Alpine Turf","Grassland",207,-9999,-9999,207
"16501",44831,0,479,"11450_9_10_19","Rocky Mountain Subalpine-Montane Mesic Meadow","Grassland",40,160,-9999,32
"16502",44831,0,480,"11530_6_10_12_13_17_18_19_21","Inter-Mountain Basins Greasewood Flat","Shrubland",1024,-9999,-9999,1024
"16503",44831,0,481,"11540_10_19","Inter-Mountain Basins Montane Riparian Systems","Riparian",173,-9999,-9999,173
"16504",44831,0,482,"11590_10_19","Rocky Mountain Montane Riparian Systems","Riparian",100,101,-9999,50
